YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M
2012,4,22,12,28.96,24.32,26.64,18.98,75.94,0.74,100.7,4.08,201.9
2012,4,22,13,28.9,24.23,26.57,18.92,75.88,0.77,100.63,4.21,204.33
2012,4,22,14,28.72,24.21,26.47,18.92,76.56,0.77,100.56,4.36,206.24
2012,4,22,15,28.13,24.26,26.19,18.98,79.5,0.72,100.54,4.34,205.5
2012,4,22,16,27.41,24.57,25.99,19.29,84.38,0.64,100.53,3.88,204.14
2012,4,22,17,26.67,24.87,25.77,19.65,89.69,0.56,100.56,3.19,204.3
2012,4,22,18,25.78,24.74,25.26,19.47,93.81,0.54,100.61,2.63,205.5
2012,4,22,19,25.4,24.53,24.97,19.23,94.81,0.53,100.66,2.62,206.34
2012,4,22,20,25.22,24.4,24.81,19.1,95.06,0.52,100.69,2.54,204.36
2012,4,22,21,25.05,24.26,24.65,18.92,95.31,0.51,100.74,2.35,200.42
2012,4,22,22,24.95,24.18,24.57,18.8,95.31,0.57,100.76,2.21,199.84
2012,4,22,23,24.83,24.08,24.46,18.68,95.44,0.52,100.76,2.05,205.29
2012,4,23,0,24.69,23.95,24.32,18.55,95.5,0.46,100.76,1.89,210.8
2012,4,23,1,24.51,23.8,24.15,18.43,95.75,0.33,100.71,1.87,213.76
2012,4,23,2,24.36,23.69,24.03,18.31,95.88,0.2,100.64,2.1,215.29
2012,4,23,3,24.3,23.63,23.97,18.25,95.88,0.14,100.57,2.3,209.7
2012,4,23,4,24.3,23.61,23.95,18.25,95.88,0.09,100.55,2.41,200.9
2012,4,23,5,24.26,23.6,23.93,18.19,95.94,0.06,100.56,2.42,191.93
2012,4,23,6,24.38,23.7,24.05,18.31,95.81,0.03,100.57,2.48,182.53
2012,4,23,7,25.25,24.38,24.82,19.1,94.81,0.02,100.61,2.79,171.46
2012,4,23,8,26.05,24.85,25.45,19.59,92.94,0.02,100.68,3.37,166.06
2012,4,23,9,26.92,24.85,25.88,19.59,88.38,0.06,100.71,4.04,170.08
2012,4,23,10,27.97,24.62,26.3,19.35,81.94,0.14,100.71,4.37,173.32
2012,4,23,11,28.86,24.55,26.71,19.29,77.5,0.48,100.67,4.23,174.7
2012,4,23,12,29.45,24.58,27.01,19.29,75,0.36,100.63,4.07,177.58
2012,4,23,13,29.69,24.49,27.09,19.23,73.62,0.4,100.55,3.96,181.58
2012,4,23,14,29.73,24.4,27.06,19.1,73.06,0.27,100.48,3.75,185.02
2012,4,23,15,29.4,24.3,26.86,19.04,74.06,0.17,100.45,3.48,186.84
2012,4,23,16,28.69,24.42,26.55,19.17,77.62,0.13,100.45,3.32,195.15
2012,4,23,17,27.64,24.78,26.21,19.59,84.31,0.09,100.47,2.8,206.49
2012,4,23,18,26.41,24.9,25.65,19.71,91.25,0.08,100.52,2.43,215.43
2012,4,23,19,25.97,24.71,25.34,19.47,92.62,0.1,100.54,2.61,220.51
2012,4,23,20,25.75,24.6,25.17,19.35,93.31,0.1,100.58,2.75,223.96
2012,4,23,21,25.55,24.55,25.05,19.29,94.12,0.12,100.6,2.76,223.97
2012,4,23,22,25.37,24.54,24.96,19.23,95,0.13,100.62,2.59,221.95
2012,4,23,23,25.22,24.5,24.86,19.23,95.62,0.15,100.61,2.46,218.94
2012,4,24,0,25.09,24.44,24.77,19.17,96.06,0.12,100.57,2.46,217.27
2012,4,24,1,24.94,24.38,24.66,19.1,96.62,0.12,100.51,2.39,216.91
2012,4,24,2,24.8,24.3,24.55,18.98,96.81,0.12,100.47,2.32,215.56
2012,4,24,3,24.69,24.18,24.44,18.86,96.88,0.15,100.46,2.31,214.93
2012,4,24,4,24.55,24.08,24.32,18.74,97.06,0.16,100.47,2.27,214.18
2012,4,24,5,24.44,23.98,24.21,18.62,97.12,0.19,100.5,2.22,211.17
2012,4,24,6,24.51,23.99,24.25,18.68,96.81,0.23,100.55,2.13,207.79
2012,4,24,7,25.93,24.85,25.39,19.59,93.56,0.31,100.6,2.33,203.98
2012,4,24,8,27.06,24.91,25.99,19.71,87.94,0.37,100.67,2.72,200.88
2012,4,24,9,27.94,24.58,26.26,19.29,81.88,0.51,100.7,3.06,196.49
2012,4,24,10,28.71,24.48,26.59,19.17,77.81,0.64,100.68,3.19,193.9
2012,4,24,11,29.29,24.41,26.85,19.1,75,0.82,100.63,3.37,194.78
2012,4,24,12,29.67,24.26,26.96,18.98,72.69,1.09,100.57,3.5,198.23
2012,4,24,13,29.86,24.14,27,18.8,71.38,1.02,100.5,3.6,202.61
2012,4,24,14,29.76,24.04,26.9,18.74,71.38,1,100.44,3.65,206.02
2012,4,24,15,29.4,23.94,26.68,18.62,72.44,0.93,100.42,3.57,208.53
2012,4,24,16,28.88,23.98,26.43,18.68,74.81,0.48,100.43,3.35,208.54
2012,4,24,17,28.05,24.28,26.16,18.98,79.94,0.34,100.47,2.83,207.06
2012,4,24,18,26.48,24.51,25.49,19.23,88.81,0.34,100.53,2.32,204.67
2012,4,24,19,25.74,24.31,25.03,19.04,91.75,0.35,100.58,2.35,202.3
2012,4,24,20,25.46,24.24,24.85,18.92,92.88,0.33,100.62,2.39,201.45
2012,4,24,21,25.26,24.19,24.73,18.86,93.62,0.31,100.66,2.36,200.11
2012,4,24,22,25.12,24.15,24.64,18.8,94.25,0.31,100.69,2.29,202.02
2012,4,24,23,25.03,24.16,24.6,18.8,94.75,0.3,100.68,2.16,205.27
2012,4,25,0,24.98,24.16,24.57,18.8,95.06,0.29,100.65,1.99,207.37
2012,4,25,1,24.94,24.14,24.55,18.8,95.19,0.26,100.6,1.77,210.53
2012,4,25,2,24.95,24.11,24.53,18.8,94.94,0.28,100.59,1.53,214.58
2012,4,25,3,25,24.07,24.53,18.74,94.5,0.29,100.59,1.34,224.05
2012,4,25,4,24.96,23.94,24.45,18.55,94,0.26,100.64,1.3,236.79
2012,4,25,5,24.73,23.84,24.29,18.43,94.62,0.22,100.69,1.43,248.2
2012,4,25,6,24.55,23.82,24.19,18.43,95.62,0.2,100.73,1.55,250.93
2012,4,25,7,25.66,24.49,25.08,19.17,93.06,0.2,100.78,1.81,243.55
2012,4,25,8,27.3,23.19,25.24,17.76,78.31,0.24,100.82,1.94,234.01
2012,4,25,9,28.83,22.01,25.42,16.48,66.62,0.23,100.81,1.99,219.43
2012,4,25,10,29.6,22.3,25.95,16.78,64.75,0.27,100.75,2.02,211.42
2012,4,25,11,30.48,22.67,26.58,17.21,63.06,0.34,100.66,1.78,199.47
2012,4,25,12,31.08,23.02,27.05,17.58,62.25,0.64,100.58,1.9,184.02
2012,4,25,13,31.05,23.28,27.17,17.88,63.31,0.75,100.52,2.69,179.33
2012,4,25,14,30.52,23.45,26.99,18.07,65.94,0.54,100.5,3.4,183.95
2012,4,25,15,29.7,23.68,26.69,18.31,70.06,0.39,100.51,3.7,189.24
2012,4,25,16,28.68,24.03,26.36,18.68,75.94,0.24,100.52,3.62,192.84
2012,4,25,17,27.45,24.34,25.9,19.04,83.06,0.2,100.57,3.27,196.4
2012,4,25,18,26.17,24.55,25.36,19.29,90.75,0.14,100.61,2.41,204.49
2012,4,25,19,25.62,24.51,25.06,19.23,93.38,0.09,100.66,2.11,211.98
2012,4,25,20,25.36,24.44,24.9,19.1,94.5,0.03,100.68,1.95,215.54
2012,4,25,21,25.12,24.33,24.73,18.98,95.19,0.01,100.71,1.86,213.16
2012,4,25,22,24.93,24.21,24.57,18.86,95.62,0,100.72,1.83,211.05
2012,4,25,23,24.76,24.09,24.43,18.74,95.94,0,100.7,1.8,212.79
2012,4,26,0,24.58,23.97,24.27,18.62,96.25,0,100.65,1.74,218.62
2012,4,26,1,24.37,23.85,24.12,18.49,96.75,0,100.59,1.66,227.09
2012,4,26,2,24.19,23.72,23.96,18.31,97.06,0,100.55,1.58,240.01
2012,4,26,3,24.02,23.61,23.81,18.19,97.31,0,100.55,1.52,258.4
2012,4,26,4,23.9,23.51,23.71,18.13,97.56,0,100.6,1.43,278.79
2012,4,26,5,23.84,23.46,23.65,18.01,97.56,0.01,100.66,1.41,293.57
2012,4,26,6,23.9,23.51,23.71,18.07,97.56,0.01,100.71,1.43,300.21
2012,4,26,7,25.02,24.25,24.64,18.86,95.31,0.02,100.78,1.63,302.47
2012,4,26,8,26.48,24.39,25.44,19.04,88.25,0.03,100.84,1.64,297.54
2012,4,26,9,27.73,23.58,25.65,18.13,78.12,0.13,100.85,1.3,299.49
2012,4,26,10,28.8,23.45,26.12,18.01,72.81,0.25,100.81,0.88,307.07
2012,4,26,11,29.7,23.33,26.51,17.88,68.69,0.31,100.76,0.46,315.69
2012,4,26,12,30.26,23.25,26.76,17.82,66.12,0.31,100.68,0.19,253.07
2012,4,26,13,30.51,23.27,26.89,17.88,65.31,0.25,100.58,0.57,205.87
2012,4,26,14,30.43,23.4,26.91,18.01,66.12,0.22,100.5,1.02,200.1
2012,4,26,15,30.01,23.64,26.83,18.25,68.69,0.17,100.46,1.5,195.05
2012,4,26,16,29.6,24.04,26.82,18.74,72,0.13,100.45,1.89,196.11
2012,4,26,17,28.94,24.59,26.76,19.35,77.44,0.1,100.48,2.02,200.4
2012,4,26,18,27.24,24.8,26.01,19.59,86.44,0.09,100.55,2.04,201.76
2012,4,26,19,26.27,24.49,25.38,19.23,89.81,0.06,100.62,2.35,201.2
2012,4,26,20,25.86,24.38,25.12,19.04,91.44,0.05,100.67,2.56,203.59
2012,4,26,21,25.58,24.43,25.01,19.1,93.12,0.04,100.74,2.55,206.72
2012,4,26,22,25.38,24.47,24.92,19.17,94.5,0.04,100.77,2.46,210.96
2012,4,26,23,25.17,24.42,24.8,19.1,95.5,0.03,100.75,2.39,216.08
2012,4,27,0,24.98,24.37,24.68,19.04,96.25,0.04,100.68,2.32,220.77
2012,4,27,1,24.8,24.3,24.55,18.98,96.94,0.05,100.6,2.26,224.3
2012,4,27,2,24.65,24.23,24.44,18.92,97.38,0.05,100.53,2.23,226.28
2012,4,27,3,24.54,24.19,24.37,18.86,97.75,0.05,100.48,2.17,226.02
2012,4,27,4,24.4,24.14,24.27,18.8,98.31,0.04,100.49,2.04,224.38
2012,4,27,5,24.27,24.06,24.16,18.74,98.56,0.03,100.52,1.96,226.29
2012,4,27,6,24.49,24.19,24.34,18.86,98,0.04,100.55,1.78,231.42
2012,4,27,7,26.16,24.91,25.54,19.71,92.75,0.05,100.59,2.2,237.33
2012,4,27,8,27.36,24.88,26.12,19.65,86.25,0.06,100.63,2.6,238.89
2012,4,27,9,28.56,24.77,26.67,19.53,79.88,0.08,100.63,2.44,236.11
2012,4,27,10,29.58,24.69,27.14,19.47,75,0.13,100.59,2.34,226.22
2012,4,27,11,30.12,24.7,27.41,19.47,72.81,0.21,100.54,2.39,214.47
2012,4,27,12,30.14,24.68,27.41,19.47,72.56,0.27,100.47,2.51,207.6
2012,4,27,13,29.87,24.67,27.27,19.47,73.56,0.24,100.39,2.72,205.17
2012,4,27,14,29.42,24.75,27.08,19.59,75.94,0.2,100.32,3.06,204.47
2012,4,27,15,28.87,24.9,26.89,19.78,79.06,0.15,100.29,3.49,206.05
2012,4,27,16,28.15,25.05,26.6,19.96,83.19,0.08,100.27,3.63,210.65
2012,4,27,17,27.37,25.27,26.32,20.2,88.25,0.05,100.28,3.32,213.95
2012,4,27,18,26.46,25.27,25.87,20.2,93.06,0.03,100.32,2.7,214.15
2012,4,27,19,26.08,25.15,25.62,20.02,94.44,0.03,100.37,2.67,212.43
2012,4,27,20,25.91,25.08,25.49,19.96,95,0.03,100.44,2.58,212.15
2012,4,27,21,25.83,24.99,25.41,19.84,94.94,0.03,100.51,2.62,213.45
2012,4,27,22,25.75,24.96,25.36,19.78,95.25,0.03,100.54,2.63,215.2
2012,4,27,23,25.66,24.94,25.3,19.78,95.69,0.03,100.54,2.63,217.04
2012,4,28,0,25.58,24.92,25.25,19.71,96.06,0.02,100.49,2.68,218.97
2012,4,28,1,25.48,24.9,25.19,19.71,96.5,0.02,100.43,2.71,221.14
2012,4,28,2,25.4,24.89,25.15,19.71,96.81,0.01,100.37,2.64,222.24
2012,4,28,3,25.31,24.8,25.06,19.65,96.88,0.01,100.34,2.54,222.76
2012,4,28,4,25.24,24.71,24.98,19.53,96.81,0.01,100.34,2.46,222.56
2012,4,28,5,25.13,24.63,24.88,19.41,96.88,0.01,100.37,2.37,222.06
2012,4,28,6,25.3,24.73,25.01,19.53,96.5,0.02,100.42,2.26,222.75
2012,4,28,7,26.65,25.34,25.99,20.26,92.44,0.03,100.48,2.71,226.28
2012,4,28,8,27.7,25.37,26.54,20.26,86.94,0.08,100.55,2.97,225.53
2012,4,28,9,28.73,25.16,26.95,20.02,80.94,0.14,100.58,2.92,222.4
2012,4,28,10,29.58,25.05,27.32,19.9,76.56,0.18,100.58,2.71,217.73
2012,4,28,11,30.3,25.1,27.7,19.96,73.69,0.23,100.55,2.68,210.82
2012,4,28,12,30.73,25.13,27.93,19.96,72.06,0.25,100.49,2.8,208
2012,4,28,13,30.83,25.11,27.98,20.02,71.56,0.23,100.39,2.93,208
2012,4,28,14,30.69,25.01,27.85,19.9,71.69,0.21,100.31,3.05,205.84
2012,4,28,15,30.02,25.01,27.52,19.9,74.5,0.16,100.26,3.25,203.79
2012,4,28,16,29.23,25.21,27.22,20.14,78.94,0.09,100.27,3.32,204.88
2012,4,28,17,28.34,25.5,26.92,20.51,84.5,0.06,100.27,3,207.43
2012,4,28,18,27.07,25.53,26.3,20.51,91.19,0.05,100.3,2.53,207.75
2012,4,28,19,26.5,25.31,25.9,20.2,93.06,0.05,100.34,2.6,206.41
2012,4,28,20,26.26,25.22,25.73,20.14,93.94,0.05,100.39,2.56,205.7
2012,4,28,21,26.07,25.17,25.62,20.02,94.62,0.05,100.43,2.47,205.67
2012,4,28,22,25.9,25.11,25.51,19.96,95.31,0.06,100.46,2.38,206.31
2012,4,28,23,25.71,25.07,25.39,19.9,96.12,0.05,100.46,2.28,208.06
2012,4,29,0,25.55,25.01,25.28,19.84,96.81,0.04,100.44,2.17,211
2012,4,29,1,25.38,24.96,25.17,19.78,97.38,0.03,100.4,2.14,215.32
2012,4,29,2,25.34,24.96,25.15,19.78,97.56,0.02,100.37,2.15,218.08
2012,4,29,3,25.28,24.95,25.12,19.78,97.81,0.02,100.38,2.14,219.81
2012,4,29,4,25.2,24.9,25.05,19.71,98.06,0.02,100.41,2.1,219.42
2012,4,29,5,25.1,24.83,24.97,19.65,98.31,0.03,100.46,2.05,217.74
2012,4,29,6,25.29,24.94,25.12,19.78,97.81,0.04,100.51,1.92,215.56
2012,4,29,7,26.69,25.57,26.13,20.51,93.5,0.05,100.56,2.31,213.15
2012,4,29,8,27.69,25.58,26.64,20.51,88.19,0.07,100.61,2.46,210.06
2012,4,29,9,28.59,25.23,26.9,20.08,81.94,0.11,100.63,2.51,206.09
2012,4,29,10,29.23,24.86,27.04,19.65,77.31,0.14,100.62,2.5,202
2012,4,29,11,29.69,24.71,27.2,19.47,74.62,0.16,100.59,2.54,199.94
2012,4,29,12,30.04,24.69,27.36,19.47,73,0.21,100.51,2.59,200.84
2012,4,29,13,30.25,24.67,27.46,19.47,72.06,0.17,100.43,2.71,202.94
2012,4,29,14,30.03,24.59,27.31,19.41,72.62,0.14,100.36,2.77,204.54
2012,4,29,15,29.59,24.62,27.11,19.41,74.56,0.11,100.32,2.77,205.7
2012,4,29,16,29.11,24.87,26.99,19.71,77.88,0.08,100.31,2.81,209.71
2012,4,29,17,28.3,25.16,26.73,20.08,83.06,0.05,100.32,2.7,211.76
2012,4,29,18,26.99,25.34,26.17,20.26,90.56,0.04,100.35,2.37,212.33
2012,4,29,19,26.44,25.17,25.81,20.08,92.62,0.03,100.39,2.49,213.49
2012,4,29,20,26.27,25.15,25.72,20.02,93.38,0.03,100.44,2.5,214.93
2012,4,29,21,26.12,25.15,25.64,20.02,94.25,0.03,100.49,2.37,216
2012,4,29,22,25.97,25.15,25.56,20.02,95.19,0.03,100.53,2.24,218.91
2012,4,29,23,25.78,25.13,25.45,19.96,96.06,0.02,100.52,2.15,223.38
2012,4,30,0,25.6,25.08,25.33,19.96,96.81,0.02,100.48,2.08,228.51
2012,4,30,1,25.45,25.05,25.25,19.9,97.44,0.03,100.43,2.06,233.96
2012,4,30,2,25.32,25,25.15,19.84,97.94,0.03,100.39,2.01,238.16
2012,4,30,3,25.15,24.9,25.03,19.71,98.38,0.04,100.38,1.97,242.32
2012,4,30,4,24.96,24.76,24.86,19.59,98.69,0.04,100.41,1.97,242.32
2012,4,30,5,24.82,24.65,24.73,19.41,98.81,0.04,100.46,1.91,241.97
2012,4,30,6,25.05,24.73,24.89,19.53,98,0.05,100.51,1.75,240.35
2012,4,30,7,26.77,25.51,26.14,20.45,92.62,0.05,100.58,2.16,236.94
2012,4,30,8,28.01,25.45,26.73,20.39,85.94,0.07,100.63,2.55,232.85
2012,4,30,9,29.15,25.36,27.25,20.2,79.94,0.11,100.64,2.59,226.59
2012,4,30,10,30.16,25.36,27.76,20.2,75.44,0.17,100.62,2.46,220.36
2012,4,30,11,30.73,25.33,28.03,20.2,72.88,0.23,100.55,2.47,215.35
2012,4,30,12,30.3,25.19,27.75,20.08,74.06,0.31,100.47,2.71,212.27
2012,4,30,13,29.94,25.25,27.59,20.14,75.94,0.34,100.39,2.99,210.25
2012,4,30,14,29.66,25.37,27.51,20.32,77.62,0.26,100.35,3.17,209.34
2012,4,30,15,29.3,25.47,27.38,20.45,79.75,0.2,100.33,3.22,211.61
2012,4,30,16,28.73,25.64,27.18,20.63,83.38,0.11,100.33,3.1,214.85
2012,4,30,17,27.9,25.89,26.9,20.94,88.69,0.07,100.37,2.79,216.36
2012,4,30,18,26.9,25.8,26.35,20.81,93.56,0.06,100.41,2.42,216.05
2012,4,30,19,26.49,25.64,26.07,20.63,94.94,0.06,100.44,2.52,217.44
2012,4,30,20,26.31,25.61,25.96,20.57,95.75,0.05,100.49,2.5,220.82
2012,4,30,21,26.23,25.64,25.93,20.57,96.44,0.06,100.52,2.46,225.26
2012,4,30,22,26.17,25.63,25.9,20.57,96.69,0.06,100.51,2.62,229.71
2012,4,30,23,26.17,25.61,25.89,20.57,96.56,0.06,100.44,3.05,233.66
2012,5,1,0,26.1,25.55,25.83,20.51,96.69,0.07,100.35,2.92,236.01
2012,5,1,1,25.87,25.39,25.63,20.32,97.06,0.06,100.33,2.73,232.8
2012,5,1,2,25.98,25.32,25.65,20.26,95.94,0.07,100.34,4.15,222.33
2012,5,1,3,25.93,25.14,25.54,20.02,95.31,0.08,100.31,5.49,222.87
2012,5,1,4,25.72,24.86,25.29,19.71,94.88,0.08,100.33,5.36,224.88
2012,5,1,5,25.43,24.58,25.01,19.35,94.94,0.09,100.4,4.25,221.8
2012,5,1,6,25.2,24.46,24.83,19.17,95.5,0.1,100.52,3.11,217.04
2012,5,1,7,25.62,24.6,25.11,19.35,93.94,0.12,100.62,2.98,213.36
2012,5,1,8,25.9,24.41,25.15,19.1,91.31,0.16,100.68,3.31,213.17
2012,5,1,9,26.09,24.08,25.09,18.74,88.56,0.16,100.7,3.25,208.41
2012,5,1,10,26.39,23.84,25.12,18.43,85.81,0.15,100.7,2.76,196.95
2012,5,1,11,26.72,23.64,25.18,18.25,83.12,0.14,100.68,2.34,188.64
2012,5,1,12,26.89,23.44,25.16,18.01,81.38,0.18,100.59,2.15,198.17
2012,5,1,13,27.32,23.29,25.3,17.88,78.56,0.22,100.48,2.33,218.6
2012,5,1,14,28,23.18,25.58,17.76,75,0.16,100.38,2.73,231.39
2012,5,1,15,28.39,23.3,25.84,17.94,73.88,0.1,100.32,2.99,234.03
2012,5,1,16,28.43,23.35,25.89,17.94,73.88,0.06,100.32,2.86,229.43
2012,5,1,17,27.94,23.72,25.83,18.37,77.81,0.03,100.37,2.25,228.1
2012,5,1,18,26.58,24.19,25.38,18.86,86.62,0.03,100.45,1.89,229.53
2012,5,1,19,26.04,24.19,25.11,18.86,89.38,0.02,100.52,1.82,231.61
2012,5,1,20,25.89,24.2,25.05,18.86,90.25,0.02,100.59,1.76,229.32
2012,5,1,21,25.73,24.23,24.98,18.86,91.25,0.02,100.64,1.75,223.37
2012,5,1,22,25.57,24.19,24.88,18.86,92,0.03,100.66,1.88,218.25
2012,5,1,23,25.33,24.12,24.73,18.8,92.88,0.02,100.62,2,217.05
2012,5,2,0,25.12,24.02,24.57,18.68,93.56,0.02,100.55,2.06,219.47
2012,5,2,1,24.89,23.96,24.43,18.62,94.38,0.03,100.46,2.08,224.39
2012,5,2,2,24.66,23.86,24.26,18.49,95.19,0.03,100.41,2,231.65
2012,5,2,3,24.48,23.77,24.12,18.43,95.69,0.03,100.41,1.75,240.92
2012,5,2,4,24.57,23.73,24.15,18.37,94.94,0.03,100.47,1.32,248.14
2012,5,2,5,24.73,23.69,24.22,18.31,93.81,0.03,100.55,1.05,243.43
2012,5,2,6,24.74,23.85,24.3,18.49,94.69,0.03,100.61,1.11,225.29
2012,5,2,7,25.81,24.5,25.15,19.23,92.38,0.04,100.66,1.38,207.29
2012,5,2,8,27.03,24.24,25.63,18.92,84.69,0.05,100.72,1.64,196.28
2012,5,2,9,27.65,23.28,25.47,17.82,77,0.07,100.75,1.51,184.44
2012,5,2,10,28.05,22.87,25.46,17.4,73.38,0.14,100.72,1.41,188.31
2012,5,2,11,28.58,22.96,25.76,17.52,71.56,0.26,100.64,1.46,203.28
2012,5,2,12,29.15,23.2,26.18,17.76,70.25,0.37,100.56,1.67,210.04
2012,5,2,13,29.54,23.46,26.5,18.07,69.81,0.39,100.48,1.98,211.43
2012,5,2,14,29.48,23.59,26.54,18.25,70.62,0.32,100.42,2.5,212.35
2012,5,2,15,28.99,23.79,26.39,18.43,73.5,0.25,100.39,2.77,211.85
2012,5,2,16,28.51,24.15,26.33,18.86,77.25,0.2,100.41,2.62,211.84
2012,5,2,17,27.85,24.19,26.02,18.92,80.44,0.17,100.44,2.69,215.31
2012,5,2,18,26.48,24.47,25.48,19.23,88.62,0.18,100.48,2.3,214.34
2012,5,2,19,25.8,24.19,24.99,18.86,90.69,0.16,100.54,2.45,213.69
2012,5,2,20,25.55,24.08,24.81,18.74,91.5,0.11,100.59,2.57,214.37
2012,5,2,21,25.44,24.08,24.76,18.74,92,0.05,100.64,2.69,214.47
2012,5,2,22,25.29,24.08,24.68,18.74,92.88,0.02,100.68,2.54,215.35
2012,5,2,23,25.14,24.08,24.61,18.74,93.69,0.01,100.68,2.35,217.56
2012,5,3,0,25,24.03,24.51,18.68,94.19,0.01,100.62,2.3,219.91
2012,5,3,1,24.83,23.92,24.37,18.55,94.56,0.02,100.54,2.32,222.82
2012,5,3,2,24.58,23.76,24.17,18.43,95.12,0.02,100.48,2.29,224.45
2012,5,3,3,24.37,23.64,24.01,18.25,95.56,0.02,100.48,2.16,223.24
2012,5,3,4,24.17,23.54,23.85,18.13,96.12,0.03,100.52,2.05,219.58
2012,5,3,5,24.06,23.46,23.76,18.07,96.31,0.04,100.58,1.95,211.2
2012,5,3,6,24.39,23.71,24.05,18.31,95.88,0.05,100.65,1.84,204.61
2012,5,3,7,26.32,24.58,25.45,19.29,90.06,0.06,100.72,1.99,200.92
2012,5,3,8,27.47,24.06,25.76,18.68,81.56,0.08,100.76,2.4,208.15
2012,5,3,9,28.33,23.83,26.08,18.43,76.56,0.1,100.77,2.82,210.12
2012,5,3,10,29.11,23.95,26.53,18.55,73.75,0.12,100.75,3.12,202.97
2012,5,3,11,29.51,24.07,26.79,18.68,72.5,0.19,100.71,3.47,194.76
2012,5,3,12,29.55,24.08,26.81,18.74,72.38,0.23,100.63,3.87,191.99
2012,5,3,13,29.4,24.1,26.75,18.74,73.12,0.18,100.56,4.29,193.38
2012,5,3,14,29.02,24.12,26.58,18.8,74.88,0.16,100.49,4.54,196.38
2012,5,3,15,28.4,24.11,26.25,18.8,77.5,0.05,100.47,4.63,197.67
2012,5,3,16,27.67,24.05,25.86,18.74,80.5,0.02,100.46,4.53,199.75
2012,5,3,17,26.89,24.08,25.48,18.74,84.5,0.02,100.47,4.03,201.35
2012,5,3,18,25.78,24.07,24.93,18.74,90.12,0.01,100.5,3.11,200.57
2012,5,3,19,25.23,23.94,24.58,18.55,92.38,0.01,100.56,2.88,197.7
2012,5,3,20,25.01,23.86,24.44,18.49,93.25,0.01,100.62,2.86,196.2
2012,5,3,21,24.87,23.83,24.35,18.43,93.81,0.01,100.68,2.85,198.04
2012,5,3,22,24.74,23.81,24.28,18.43,94.5,0.02,100.7,2.7,202.79
2012,5,3,23,24.6,23.8,24.2,18.37,95.12,0.03,100.69,2.55,209.16
2012,5,4,0,24.47,23.76,24.12,18.37,95.69,0.04,100.64,2.44,216.03
2012,5,4,1,24.31,23.74,24.02,18.37,96.44,0.05,100.57,2.39,223.14
2012,5,4,2,24.33,23.76,24.05,18.37,96.5,0.04,100.51,2.37,228.34
2012,5,4,3,24.26,23.78,24.02,18.43,96.94,0.03,100.51,2.15,232.84
2012,5,4,4,24.26,23.8,24.04,18.43,97.12,0.03,100.54,2.03,233.13
2012,5,4,5,24.3,23.83,24.07,18.43,97.06,0.02,100.6,1.89,234.08
2012,5,4,6,24.52,23.98,24.26,18.62,96.69,0.01,100.65,1.62,233.02
2012,5,4,7,25.69,24.56,25.12,19.29,93.38,0.02,100.72,1.66,229.02
2012,5,4,8,26.54,24.46,25.5,19.17,88.31,0.01,100.77,2.15,222.64
2012,5,4,9,27.05,24.27,25.66,18.92,84.69,0.01,100.74,2.56,223.64
2012,5,4,10,27.41,24.23,25.82,18.86,82.69,0.08,100.69,2.86,228.55
2012,5,4,11,27.8,24.24,26.02,18.92,80.88,0.12,100.64,2.93,232.15
2012,5,4,12,28.1,24.26,26.18,18.92,79.56,0.12,100.6,2.72,231.29
2012,5,4,13,28.34,24.21,26.27,18.92,78.25,0.14,100.55,2.27,230.72
2012,5,4,14,28.69,24.21,26.45,18.92,76.69,0.12,100.51,1.9,233.04
2012,5,4,15,29,24.19,26.59,18.92,75.25,0.09,100.48,1.92,236.12
2012,5,4,16,28.69,24.12,26.4,18.8,76.25,0.03,100.44,2.37,238.62
2012,5,4,17,27.97,24.42,26.19,19.17,80.94,0.02,100.45,2.4,237.5
2012,5,4,18,26.62,24.7,25.66,19.47,89.12,0.01,100.5,1.99,236.37
2012,5,4,19,25.94,24.37,25.15,19.1,91,0.01,100.56,1.99,237.49
2012,5,4,20,25.62,24.21,24.91,18.86,91.81,0.01,100.6,2.12,238.71
2012,5,4,21,25.35,24.05,24.69,18.68,92.38,0.02,100.64,2.24,237.08
2012,5,4,22,25.11,23.92,24.51,18.55,93,0.03,100.66,2.32,235.13
2012,5,4,23,24.88,23.81,24.35,18.43,93.69,0.06,100.63,2.36,231.99
2012,5,5,0,24.69,23.73,24.2,18.37,94.31,0.08,100.56,2.39,229.24
2012,5,5,1,24.49,23.68,24.08,18.31,95.06,0.09,100.5,2.4,228.3
2012,5,5,2,24.37,23.65,24.01,18.25,95.56,0.1,100.47,2.35,234.46
2012,5,5,3,24.27,23.64,23.95,18.25,96.12,0.09,100.49,2.28,246.78
2012,5,5,4,24.13,23.64,23.89,18.25,96.88,0.09,100.55,2.17,261.29
2012,5,5,5,24.01,23.62,23.81,18.19,97.44,0.1,100.62,2.05,273.93
2012,5,5,6,24.07,23.69,23.87,18.25,97.56,0.08,100.69,1.83,282.56
2012,5,5,7,25.26,24.39,24.83,19.04,94.81,0.07,100.76,1.83,291.3
2012,5,5,8,26.1,24.58,25.34,19.29,91.25,0.08,100.82,1.49,292.25
2012,5,5,9,27.27,24.41,25.84,19.04,84.25,0.09,100.84,1.6,266.37
2012,5,5,10,28.01,24.29,26.15,18.92,80.06,0.11,100.8,2.06,250.54
